,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,pitzer_25C,pitzer_25C,pitzer_25C,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties
98,2008,22.3,32.7,49.24,9.53,1834,5.16,,,404.0,11.0,442.161,11,2x longterm RSD of analysis method,,,22,7.96,0.04,2485.0,5.0,,Allen et al. (2011),Orbulina,universa,,11,12,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,533.2,50.3,10.2,2.5,37.8,9.2,Allen et al. (2011),7.96,2000.366983641903,2485.0,2000.366983641903,2484.9999999999995,159.13135143869226,1826.4485197410731,14.787112462137783,7.972537411145437,335.92458096201466,1498.0754190379853,1834.0,3.9371539329367365e-07,2000.4320317922086,2484.9999999999995,160.36078527238155,1826.1142940608968,13.956952458930504,7.995827306058455,333.81675886756915,1500.1832411324306,1834.0,3.7588784616756687e-07,2000.3995077170557,2484.9999999999995,159.74606835553692,1826.281406900985,14.372032460534143,7.984182358601946,334.8706699147919,1499.129330085208,1834.0,3.848016197306203e-07,1.0370928530324363e-08,3.95627240990827,74.76533600518425,5.5,74.76533600518425,21.582893434322976,47.503628160596584,22.478281612875133
99,2008,22.3,33.5,50.44,9.76,3739,5.16,,,899.0,23.0,984.624,23,2x longterm RSD of analysis method,,,22,8.0,0.03,2915.0,8.0,,Allen et al. (2011),Orbulina,universa,,12,11,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,473.1,25.1,27.5,2.1,35.1,6.2,Allen et al. (2011),8.0,2002.9487245000398,2915.0,2002.9487245000398,2915.000000000002,177.29655084130297,1812.3183956386806,13.333778020056156,8.008954926057173,743.2576341735675,2995.7423658264324,3739.0,4.057900528837389e-07,2002.6230658786305,2914.9999999999986,179.71588413916118,1810.3334591179278,12.573722621541526,8.03426213255099,740.3553902564934,2998.644609743507,3739.0,3.9344020520709337e-07,2002.7858951893352,2915.0,178.50621749023207,1811.3259273783042,12.953750320798841,8.021608529304082,741.8065122150304,2997.19348778497,3739.0,3.9961512904541615e-07,9.51462049978398e-09,4.359746556308838,166.49081261976644,11.5,166.49081261976644,50.19886877283028,111.85004983743266,52.529231305309374
100,2010,24.01,35.6,53.6,10.37,423,5.16,,,,,93.0,5,2x longterm RSD of analysis method,,,24,8.04,0.03,2344.0,14.0,,Allen et al. (2012),Trilobatus,sacculifer,,2,18,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low temperature,635.4,78.7,,,51.6,12.0,Allen et al. (2012),8.04,2037.171417755364,2344.0,2037.171417755364,2344.0,218.23047635321538,1807.4621446034482,11.47879679870038,8.047901591100302,93.7483873432372,329.2516126567628,423.0,4.373599664351315e-07,2037.1566999419408,2343.9999999999995,218.70472175936473,1807.0873181945155,11.36465998806065,8.054942035763725,93.09903714587753,329.9009628541225,423.0,4.41315466116404e-07,2037.1640588486525,2344.0,218.46759905629006,1807.2747313989819,11.421728393380516,8.051421813432015,93.42371224455736,329.57628775544265,423.0,4.3933771627576776e-07,8.883378904834954e-09,5.156645829131799,15.725439938126918,2.5,15.725439938126918,3.7065217391304355,7.820077304794725,3.796987599949093
101,2010,25.7,35.4,53.3,10.32,421,5.16,,,,,96.0,5,2x longterm RSD of analysis method,,,26,8.04,0.06,2342.0,18.0,,Allen et al. (2012),Trilobatus,sacculifer,,1a,21,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",ambient,740.9,71.8,,,63.6,8.9,Allen et al. (2012),8.04,2037.4089765981719,2342.0,2037.4089765981719,2342.0,218.0569998902103,1807.7955830680505,11.556393639910999,8.034474935436354,91.11292372604622,329.88707627395377,421.0,4.3307403272513883e-07,2037.4771458812154,2342.0000000000005,217.80413938844737,1807.9873711276264,11.685635365141701,8.02946683773582,91.42299170994046,329.57700829005944,421.0,4.3540972009333863e-07,2037.4430612396936,2342.0,217.93056963932884,1807.8914770978386,11.62101450252635,8.031970886586087,91.26795771799334,329.7320422820066,421.0,4.3424187640923876e-07,9.290286631628633e-09,5.1792413418882886,16.23271219419553,2.5,16.23271219419553,3.542268207825415,7.389042001935679,3.6124177068309113
102,2010,25.7,35.4,53.3,10.32,421,5.16,,,,,90.0,5,2x longterm RSD of analysis method,,,26,8.04,0.06,2342.0,18.0,,Allen et al. (2012),Trilobatus,sacculifer,,1b,21,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",ambient,740.9,71.8,,,63.6,8.9,Allen et al. (2012),8.04,2037.4089765981719,2342.0,2037.4089765981719,2342.0,218.0569998902103,1807.7955830680505,11.556393639910999,8.034474935436354,91.11292372604622,329.88707627395377,421.0,4.3307403272513883e-07,2037.4771458812154,2342.0000000000005,217.80413938844737,1807.9873711276264,11.685635365141701,8.02946683773582,91.42299170994046,329.57700829005944,421.0,4.3540972009333863e-07,2037.4430612396936,2342.0,217.93056963932884,1807.8914770978386,11.62101450252635,8.031970886586087,91.26795771799334,329.7320422820066,421.0,4.3424187640923876e-07,9.290286631628633e-09,5.1792413418882886,15.218167682058308,2.5,15.218167682058308,3.3208764448363266,6.927226876814699,3.3866416001539794
103,2010,29.33,35.2,53.0,10.26,418,5.16,,,,,94.0,5,2x longterm RSD of analysis method,,,29,7.98,0.04,2347.0,4.0,,Allen et al. (2012),Trilobatus,sacculifer,,4,10,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high temperature,626.8,98.3,,,52.3,13.8,Allen et al. (2012),7.98,2078.919148787712,2347.0,2078.919148787712,2347.0,197.1435597801733,1867.878419387961,13.897169619577848,7.946863791475576,77.34083516082393,340.6591648391761,418.0,4.2694311605948973e-07,2079.0729151694472,2346.9999999999995,195.99877806363187,1868.3763639414003,14.69777316441483,7.915739401332333,79.29661827664724,338.7033817233528,418.0,4.2761984263944896e-07,2078.9960319785796,2347.0,196.5711689219026,1868.1273916646805,14.29747139199634,7.931301596403955,78.31872671873558,339.68127328126445,418.0,4.2728147934946935e-07,1.171381615442033e-08,4.720120788313371,15.894530690149788,2.5,15.894530690149788,5.026291932032136,11.370262296073754,5.290250111181015
104,2010,25.66,33.0,49.69,9.62,392,5.16,,,,,85.0,5,2x longterm RSD of analysis method,,,26,7.99,0.12,2183.0,26.0,,Allen et al. (2012),Trilobatus,sacculifer,,5,7,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low salinity ,670.3,43.6,,,58.4,7.3,Allen et al. (2012),7.99,1943.644980536651,2183.0,1943.644980536651,2183.0000000000005,172.11243581039716,1758.4915793321024,13.040965394150982,7.984843634039638,74.38644315667861,317.6135568433214,392.0,3.958194294835697e-07,1944.4718648680068,2182.9999999999995,170.92755657057097,1760.5283068153126,13.016001482123114,7.980203577133001,74.88857474590843,317.1114252540916,392.0,3.799432640317762e-07,1944.058422702329,2183.0,171.51999619048405,1759.5099430737075,13.028483438137048,7.982523605586319,74.63750895129351,317.3624910487065,392.0,3.8788134675767295e-07,1.041061520361727e-08,4.253935841836963,14.372713921943957,2.5,14.372713921943957,5.432375243219931,13.292543349717436,5.888562643539203
105,2010,25.28,40.0,60.23,11.66,475,5.16,,,,,120.0,7,2x longterm RSD of analysis method,,,25,8.04,0.02,2609.0,41.0,,Allen et al. (2012),Trilobatus,sacculifer,,7,15,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high salinity,665.2,108.2,,,48.3,11.7,Allen et al. (2012),8.04,2227.2952505996304,2609.0,2227.2952505996304,2608.9999999999995,275.56296192796253,1939.976386058779,11.755902612888454,8.03777188995452,110.48276961757537,364.51723038242466,475.0,5.099389891095477e-07,2224.1504298312293,2609.0,278.52818929182234,1933.5781163088318,12.044124230575274,8.035737622324724,110.47103806586307,364.52896193413693,475.0,5.578273943914997e-07,2225.7228402154296,2609.0,277.04557560989247,1936.7772511838054,11.900013421731863,8.036754756139622,110.47690384171922,364.5230961582808,475.0,5.338831917505237e-07,9.188513206245234e-09,6.050670748819613,20.29089024274441,3.5,20.29089024274441,5.239085332658111,11.236720478345942,5.401775413811394
106,2010,25.74,35.4,53.3,10.32,421,5.16,,,,,142.0,8,2x longterm RSD of analysis method,,,26,7.93,0.1,1324.0,29.0,,Allen et al. (2012),Trilobatus,sacculifer,,8,3,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low DIC,675.7,7.6,,,38.7,4.7,Allen et al. (2012),7.93,1154.559643783531,1324.0,1154.559643783531,1323.9999999999995,98.25041675132141,1047.692624376049,8.616602656160651,7.924777037493769,74.37444334262344,346.62555665737653,421.0,4.3304571184237044e-07,1154.6150197649683,1324.0000000000002,98.06317202658433,1047.828051977318,8.723795761065997,7.919176268828487,74.61556277487826,346.38443722512176,421.0,4.3538153163632193e-07,1154.5873317742498,1324.0,98.15679438895287,1047.7603381766835,8.670199208613324,7.921976653161128,74.49500305875085,346.50499694124915,421.0,4.342136217393462e-07,1.1968048675135214e-08,2.3329026713539487,24.01088678724755,4.0,24.01088678724755,13.862691950099002,59.646349363012526,18.18200836283885
107,2010,25.57,35.4,53.3,10.32,421,5.16,,,,,73.0,4,2x longterm RSD of analysis method,,,26,8.07,0.02,4757.0,89.0,,Allen et al. (2012),Trilobatus,sacculifer,,9,16,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high DIC,719.6,62.7,,,79.9,17.8,Allen et al. (2012),8.07,4198.05559519692,4757.0,4198.05559519692,4757.000000000001,477.38350686159714,3698.594787767496,22.077300567825805,8.0651147272069,96.22475203702487,324.7752479629751,421.0,4.3316547273776426e-07,4198.155242019523,4757.000000000001,477.1726875132831,3698.7101722407306,22.272382265508938,8.06128834340288,96.51744417528884,324.48255582471114,421.0,4.3550072473583577e-07,4198.105418608222,4757.000000000001,477.27809718744015,3698.6524800041134,22.17484141666737,8.063201535304891,96.37109810615686,324.62890189384314,421.0,4.343330987368e-07,8.645666216383916e-09,11.340397444494958,12.343624897669516,2.0,12.343624897669516,3.085906224417379,6.577453419673109,3.1739559002082944
108,2010,25.74,35.52,53.48,10.35,422,5.16,,,,,85.0,5,2x longterm RSD of analysis method,,,26,7.49,0.05,2061.0,15.0,,Allen et al. (2012),Trilobatus,sacculifer,,12a,12,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low pH,714.4,86.8,,,53.0,12.1,Allen et al. (2012),7.49,2006.5365448861103,2061.0,2006.5365448861103,2061.0,64.91551634970217,1898.6642647579488,42.9567637784595,7.484614765190942,30.557534851194223,391.4424651488058,422.0,4.349551251687507e-07,2006.6524380361273,2060.9999999999995,65.00051478326257,1898.2870822409907,43.36484101187385,7.48041022920983,30.756297220945253,391.2437027790548,422.0,4.3826640706905755e-07,2006.5944914611187,2061.0,64.95801556648237,1898.4756734994698,43.16080239516667,7.482512497200386,30.656916036069738,391.3430839639303,422.0,4.366107661189041e-07,3.292209795778747e-08,1.5398508540900202,14.372713921943957,2.5,14.372713921943957,4.149045125909913,9.131986750642207,4.321172462280451
109,2010,25.74,35.52,53.48,10.35,422,5.16,,,,,88.0,5,2x longterm RSD of analysis method,,,26,7.49,0.05,2061.0,15.0,,Allen et al. (2012),Trilobatus,sacculifer,,12b,13,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low pH,714.4,86.8,,,53.0,12.1,Allen et al. (2012),7.49,2006.5365448861103,2061.0,2006.5365448861103,2061.0,64.91551634970217,1898.6642647579488,42.9567637784595,7.484614765190942,30.557534851194223,391.4424651488058,422.0,4.349551251687507e-07,2006.6524380361273,2060.9999999999995,65.00051478326257,1898.2870822409907,43.36484101187385,7.48041022920983,30.756297220945253,391.2437027790548,422.0,4.3826640706905755e-07,2006.5944914611187,2061.0,64.95801556648237,1898.4756734994698,43.16080239516667,7.482512497200386,30.656916036069738,391.3430839639303,422.0,4.366107661189041e-07,3.292209795778747e-08,1.5398508540900202,14.879986178012567,2.5,14.879986178012567,4.126965626386134,8.991885654350032,4.28133598692746
110,2010,25.72,35.48,53.43,10.34,422,5.16,,,,,146.0,8,2x longterm RSD of analysis method,,,26,8.45,0.03,2755.0,21.0,,Allen et al. (2012),Trilobatus,sacculifer,,13a,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high pH,753.7,74.0,,,74.6,15.1,Allen et al. (2012),8.45,2074.8969491326816,2755.0,2074.8969491326816,2754.999999999999,490.8349078919814,1580.131394882314,3.9306463583860545,8.443782160320826,175.21490568335483,246.78509431664517,422.0,4.3433225585133707e-07,2074.8498677154853,2754.999999999999,490.44491436510265,1580.4274211533489,3.9775321970336157,8.438647838922476,175.66979474413856,246.33020525586147,422.0,4.373614276680463e-07,2074.873408424083,2754.999999999999,490.63991112854205,1580.2794080178314,3.9540892777098353,8.44121499962165,175.4423502137467,246.5576497862533,422.0,4.358468417596917e-07,3.6206371261853675e-09,11.63990694663859,24.68724979533903,4.0,24.68724979533903,8.22908326511301,18.97630003688451,8.724671596489241
111,2010,25.72,35.48,53.43,10.34,422,5.16,,,,,129.0,7,2x longterm RSD of analysis method,,,26,8.45,0.03,2755.0,21.0,,Allen et al. (2012),Trilobatus,sacculifer,,13b,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high pH,753.7,74.0,,,74.6,15.1,Allen et al. (2012),8.45,2074.8969491326816,2755.0,2074.8969491326816,2754.999999999999,490.8349078919814,1580.131394882314,3.9306463583860545,8.443782160320826,175.21490568335483,246.78509431664517,422.0,4.3433225585133707e-07,2074.8498677154853,2754.999999999999,490.44491436510265,1580.4274211533489,3.9775321970336157,8.438647838922476,175.66979474413856,246.33020525586147,422.0,4.373614276680463e-07,2074.873408424083,2754.999999999999,490.63991112854205,1580.2794080178314,3.9540892777098353,8.44121499962165,175.4423502137467,246.5576497862533,422.0,4.358468417596917e-07,3.6206371261853675e-09,11.63990694663859,21.81270701095024,3.5,21.81270701095024,7.270902336983414,16.76673085450755,7.708785177719946
112,2010,25.72,35.48,53.43,10.34,422,5.16,,,,,94.0,5,2x longterm RSD of analysis method,,,26,8.45,0.04,2755.0,21.0,,Allen et al. (2012),Trilobatus,sacculifer,,13c,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.","high pH, final chamber",753.7,74.0,,,74.6,15.1,Allen et al. (2012),8.45,2074.8969491326816,2755.0,2074.8969491326816,2754.999999999999,490.8349078919814,1580.131394882314,3.9306463583860545,8.443782160320826,175.21490568335483,246.78509431664517,422.0,4.3433225585133707e-07,2074.8498677154853,2754.999999999999,490.44491436510265,1580.4274211533489,3.9775321970336157,8.438647838922476,175.66979474413856,246.33020525586147,422.0,4.373614276680463e-07,2074.873408424083,2754.999999999999,490.63991112854205,1580.2794080178314,3.9540892777098353,8.44121499962165,175.4423502137467,246.5576497862533,422.0,4.358468417596917e-07,3.6206371261853675e-09,11.63990694663859,15.894530690149788,2.5,15.894530690149788,5.298176896716596,12.21761783196674,5.617254315547868
113,2010,24.01,35.6,53.6,10.37,423,5.16,,,,,128.0,7,2x longterm RSD of analysis method,,,24,8.04,0.03,2344.0,28.0,,Allen et al. (2012),Globigerinoides,ruber,pink,2,39,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low temperature,525.7,94.3,,,21.4,7.1,Allen et al. (2012),8.04,2037.171417755364,2344.0,2037.171417755364,2344.0,218.23047635321538,1807.4621446034482,11.47879679870038,8.047901591100302,93.7483873432372,329.2516126567628,423.0,4.373599664351315e-07,2037.1566999419408,2343.9999999999995,218.70472175936473,1807.0873181945155,11.36465998806065,8.054942035763725,93.09903714587753,329.9009628541225,423.0,4.41315466116404e-07,2037.1640588486525,2344.0,218.46759905629006,1807.2747313989819,11.421728393380516,8.051421813432015,93.42371224455736,329.57628775544265,423.0,4.3933771627576776e-07,8.883378904834954e-09,5.156645829131799,21.64361625892737,3.5,21.64361625892737,3.4657523132078065,7.016048758720664,3.4922367182773417
114,2010,25.7,35.4,53.3,10.32,421,5.16,,,,,143.0,8,2x longterm RSD of analysis method,,,26,8.04,0.01,2342.0,36.0,,Allen et al. (2012),Globigerinoides,ruber,pink,1,24,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",ambient,509.8,65.4,,,19.3,8.8,Allen et al. (2012),8.04,2037.4089765981719,2342.0,2037.4089765981719,2342.0,218.0569998902103,1807.7955830680505,11.556393639910999,8.034474935436354,91.11292372604622,329.88707627395377,421.0,4.3307403272513883e-07,2037.4771458812154,2342.0000000000005,217.80413938844737,1807.9873711276264,11.685635365141701,8.02946683773582,91.42299170994046,329.57700829005944,421.0,4.3540972009333863e-07,2037.4430612396936,2342.0,217.93056963932884,1807.8914770978386,11.62101450252635,8.031970886586087,91.26795771799334,329.7320422820066,421.0,4.3424187640923876e-07,9.290286631628633e-09,5.1792413418882886,24.17997753927042,4.0,24.17997753927042,4.935717246930878,10.210309045740075,5.016793080342441
115,2010,29.33,35.2,53.0,10.26,418,5.16,,,,,140.0,8,2x longterm RSD of analysis method,,,29,7.98,0.04,2347.0,9.0,,Allen et al. (2012),Globigerinoides,ruber,pink,4,31,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high temperature,478.0,58.5,,,23.5,6.4,Allen et al. (2012),7.98,2078.919148787712,2347.0,2078.919148787712,2347.0,197.1435597801733,1867.878419387961,13.897169619577848,7.946863791475576,77.34083516082393,340.6591648391761,418.0,4.2694311605948973e-07,2079.0729151694472,2346.9999999999995,195.99877806363187,1868.3763639414003,14.69777316441483,7.915739401332333,79.29661827664724,338.7033817233528,418.0,4.2761984263944896e-07,2078.9960319785796,2347.0,196.5711689219026,1868.1273916646805,14.29747139199634,7.931301596403955,78.31872671873558,339.68127328126445,418.0,4.2728147934946935e-07,1.171381615442033e-08,4.720120788313371,23.67270528320181,4.0,23.67270528320181,4.251743382180291,8.683218400687874,4.299429845275869
116,2010,25.66,33.0,49.69,9.62,392,5.16,,,,,122.0,7,2x longterm RSD of analysis method,,,26,7.99,0.12,2183.0,26.0,,Allen et al. (2012),Globigerinoides,ruber,pink,5,14,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low salinity,490.0,74.7,,,21.1,6.5,Allen et al. (2012),7.99,1943.644980536651,2183.0,1943.644980536651,2183.0000000000005,172.11243581039716,1758.4915793321024,13.040965394150982,7.984843634039638,74.38644315667861,317.6135568433214,392.0,3.958194294835697e-07,1944.4718648680068,2182.9999999999995,170.92755657057097,1760.5283068153126,13.016001482123114,7.980203577133001,74.88857474590843,317.1114252540916,392.0,3.799432640317762e-07,1944.058422702329,2183.0,171.51999619048405,1759.5099430737075,13.028483438137048,7.982523605586319,74.63750895129351,317.3624910487065,392.0,3.8788134675767295e-07,1.041061520361727e-08,4.253935841836963,20.62907174679015,3.5,20.62907174679015,5.513351334547641,11.910871415214219,5.700671646949622
117,2010,25.28,40.0,60.23,11.66,475,5.16,,,,,154.0,9,2x longterm RSD of analysis method,,,25,8.04,0.02,2609.0,41.0,,Allen et al. (2012),Globigerinoides,ruber,pink,7,19,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high salinity,490.7,67.2,,,20.1,9.2,Allen et al. (2012),8.04,2227.2952505996304,2609.0,2227.2952505996304,2608.9999999999995,275.56296192796253,1939.976386058779,11.755902612888454,8.03777188995452,110.48276961757537,364.51723038242466,475.0,5.099389891095477e-07,2224.1504298312293,2609.0,278.52818929182234,1933.5781163088318,12.044124230575274,8.035737622324724,110.47103806586307,364.52896193413693,475.0,5.578273943914997e-07,2225.7228402154296,2609.0,277.04557560989247,1936.7772511838054,11.900013421731863,8.036754756139622,110.47690384171922,364.5230961582808,475.0,5.338831917505237e-07,9.188513206245234e-09,6.050670748819613,26.03997581152199,4.5,26.03997581152199,5.973980160771994,12.550866587728116,6.109574659687145
118,2010,25.74,35.52,53.48,10.35,422,5.16,,,,,135.0,7,2x longterm RSD of analysis method,,,26,7.49,0.05,2061.0,15.0,,Allen et al. (2012),Globigerinoides,ruber,pink,12,18,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",low pH,527.2,77.8,,,21.5,11.3,Allen et al. (2012),7.49,2006.5365448861103,2061.0,2006.5365448861103,2061.0,64.91551634970217,1898.6642647579488,42.9567637784595,7.484614765190942,30.557534851194223,391.4424651488058,422.0,4.349551251687507e-07,2006.6524380361273,2060.9999999999995,65.00051478326257,1898.2870822409907,43.36484101187385,7.48041022920983,30.756297220945253,391.2437027790548,422.0,4.3826640706905755e-07,2006.5944914611187,2061.0,64.95801556648237,1898.4756734994698,43.16080239516667,7.482512497200386,30.656916036069738,391.3430839639303,422.0,4.366107661189041e-07,3.292209795778747e-08,1.5398508540900202,22.82725152308746,3.5,22.82725152308746,5.380434782608697,11.351725119863312,5.51175619347449
119,2010,25.72,35.48,53.43,10.34,422,5.16,,,,,214.0,12,2x longterm RSD of analysis method,,,26,8.45,0.03,2755.0,21.0,,Allen et al. (2012),Globigerinoides,ruber,pink,13,14,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",high pH,428.8,54.4,,,15.1,4.0,Allen et al. (2012),8.45,2074.8969491326816,2755.0,2074.8969491326816,2754.999999999999,490.8349078919814,1580.131394882314,3.9306463583860545,8.443782160320826,175.21490568335483,246.78509431664517,422.0,4.3433225585133707e-07,2074.8498677154853,2754.999999999999,490.44491436510265,1580.4274211533489,3.9775321970336157,8.438647838922476,175.66979474413856,246.33020525586147,422.0,4.373614276680463e-07,2074.873408424083,2754.999999999999,490.63991112854205,1580.2794080178314,3.9540892777098353,8.44121499962165,175.4423502137467,246.5576497862533,422.0,4.358468417596917e-07,3.6206371261853675e-09,11.63990694663859,36.185420932894196,6.0,36.185420932894196,9.67096053764914,20.892840023408546,9.999538790550975
120,2015,26.0,37.2,56.01,10.84,442,5.16,,,,,190.0,13,Uncertainty on culture B/Ca is estimated as a quadratic addition of 5% errors in culture and control measurements,,,26,8.18,0.007,2258.0,,,Henehan et al. (2015),Globigerinoides,ruber,white,,57,,,3 × 20–30 min treatments of 250–400 μL (depending on sample size) 1% H2O2 in 0.1 M NH4OH at 80°C,"study does not publish alk / dic, only CO3; 13 h light:11 h dark",,,,,,,Henehan et al. (2015),8.18,1851.3236103385893,2258.0,1851.3236103385893,2258.0,278.88871384155755,1565.339253108773,7.095643388258908,8.172033690777324,124.72213704932335,317.2778629506767,442.0,4.620089141518788e-07,1850.230642356171,2258.0000000000005,279.50488042006856,1563.4630614754649,7.262700460637542,8.164679039160035,125.14105900062445,316.85894099937553,442.0,4.804162636553351e-07,1850.77712634738,2258.0,279.196797130813,1564.401157292119,7.179171924448225,8.16835636496868,124.93159802497391,317.0684019750261,442.0,4.71212588903607e-07,6.786465334311383e-09,6.422776793675867,32.127242884345314,13.0,32.127242884345314,4.255357274360305,8.52450495949433,4.269683241234885
121,2015,26.0,37.2,56.01,10.84,442,5.16,,,,,156.0,11,Uncertainty on culture B/Ca is estimated as a quadratic addition of 5% errors in culture and control measurements,,,26,7.9,0.013,2083.0,,,Henehan et al. (2015),Globigerinoides,ruber,white,,64,,,3 × 20–30 min treatments of 250–400 μL (depending on sample size) 1% H2O2 in 0.1 M NH4OH at 80°C,"study does not publish alk / dic, only CO3; 13 h light:11 h dark",,,,,,,Henehan et al. (2015),7.9,1858.7557934106237,2083.0,1858.7557934106237,2083.0000000000005,157.82198615994844,1686.380904887335,14.552902363340724,7.892423055863803,75.64717033750516,366.3528296624948,442.0,4.620089141518788e-07,1858.1944743287215,2083.0,158.28964088834292,1685.0090193275805,14.895814112797972,7.885227532652057,75.96375790070904,366.036242099291,442.0,4.804162636553351e-07,1858.4751338696726,2083.0,158.05581352414566,1685.6949621074577,14.724358238069348,7.888825294257931,75.8054641191071,366.1945358808929,442.0,4.71212588903607e-07,1.2917388031266284e-08,3.635991607499738,26.378157315567734,11.0,26.378157315567734,3.2972696644459667,6.589067647617979,3.3050806242227324
122,2015,26.0,37.2,56.01,10.84,442,5.16,,,,,126.0,9,Uncertainty on culture B/Ca is estimated as a quadratic addition of 5% errors in culture and control measurements,,,26,7.57,0.013,1972.0,,,Henehan et al. (2015),Globigerinoides,ruber,white,,48,,,3 × 20–30 min treatments of 250–400 μL (depending on sample size) 1% H2O2 in 0.1 M NH4OH at 80°C,"study does not publish alk / dic, only CO3; 13 h light:11 h dark",,,,,,,Henehan et al. (2015),7.57,1885.5436642755215,1972.0,1885.5436642755215,1972.0000000000007,77.75622162786182,1775.0611174839348,32.72632516372496,7.562733065287225,38.954466367614394,403.0455336323857,442.0,4.620089141518788e-07,1885.526005681584,1972.0000000000002,78.1646614006524,1773.9284462876851,33.43289799324638,7.556451621598578,39.20903570169255,402.7909642983074,442.0,4.804162636553351e-07,1885.5348349785527,1972.0000000000005,77.96044151425711,1774.49478188581,33.07961157848567,7.559592343442901,39.08175103465347,402.91824896534655,442.0,4.71212588903607e-07,2.7568152121671695e-08,1.7934393221133191,21.30543475488163,9.0,21.30543475488163,3.0751746227332295,6.186453365339434,3.0908289039848524
